Date,Temperature,Fan,Fan(Units),Refrigerator,Fridge(Units),AirConditioner,AC(Units),Bulb,Bulb(Units),Television,TV(Units),Monitor,Monitor(Units),MotorPump,Motor(Units),Month,Units,Extra,TariffRate,ElectricityBill
2022-11-29,27.6,2.54,0.19,9.16,1.374,1.16,1.395,4.45,0.067,2.06,0.206,5.05,0.404,0.32,0.237,11,3.873,0.0,6.76,26.18
2022-11-30,22.0,5.53,0.414,10.34,1.552,1.28,1.534,4.99,0.075,2.36,0.236,5.71,0.457,0.26,0.194,11,4.461,0.0,6.76,30.16
2022-12-01,24.0,5.12,0.384,10.9,1.635,0.56,0.671,4.33,0.065,1.26,0.126,5.9,0.472,0.36,0.267,12,3.621,0.0,6.76,24.48
2022-12-02,20.3,2.44,0.183,8.49,1.273,1.09,1.313,5.38,0.081,1.07,0.107,4.62,0.37,0.26,0.194,12,3.521,0.0,6.76,23.8
2022-12-03,23.4,2.4,0.18,11.21,1.681,1.42,1.698,7.03,0.105,4.47,0.447,1.22,0.097,0.23,0.173,12,4.382,0.0,6.76,29.62
2022-12-04,23.0,2.83,0.213,11.06,1.659,1.45,1.738,6.87,0.103,4.64,0.464,1.64,0.131,0.26,0.194,12,4.502,0.0,6.76,30.43
2022-12-05,23.3,3.7,0.278,8.3,1.245,0.53,0.638,6.78,0.102,1.88,0.188,4.66,0.373,0.3,0.224,12,3.046,0.0,6.76,20.59
2022-12-06,21.3,3.11,0.233,9.9,1.486,0.97,1.165,5.55,0.083,2.64,0.264,4.35,0.348,0.31,0.232,12,3.811,0.0,6.76,25.76
2022-12-07,23.0,5.58,0.419,11.46,1.72,1.39,1.669,5.08,0.076,1.07,0.107,3.78,0.303,0.23,0.176,12,4.468,0.0,6.76,30.2
2022-12-08,17.9,5.64,0.423,10.6,1.59,0.58,0.698,4.54,0.068,1.31,0.131,4.89,0.391,0.34,0.254,12,3.555,0.0,6.76,24.03
2022-12-09,21.5,5.44,0.408,11.76,1.764,0.7,0.842,5.24,0.079,1.48,0.148,4.08,0.326,0.38,0.285,12,3.852,0.0,6.76,26.04
2022-12-10,20.5,4.3,0.323,10.95,1.643,0.99,1.188,4.12,0.062,2.19,0.219,1.54,0.123,0.34,0.251,12,3.809,0.0,6.76,25.75
2022-12-11,21.2,2.86,0.215,10.89,1.633,1.31,1.573,5.65,0.085,4.24,0.424,1.4,0.112,0.33,0.245,12,4.286,0.0,6.76,28.97
2022-12-12,22.0,5.06,0.379,11.97,1.795,0.85,1.014,5.64,0.085,1.33,0.133,3.61,0.289,0.33,0.247,12,3.943,0.0,6.76,26.65
2022-12-13,20.1,5.67,0.425,9.58,1.437,0.68,0.816,5.14,0.077,1.91,0.191,3.87,0.31,0.22,0.168,12,3.423,0.0,6.76,23.14
2022-12-14,22.2,4.94,0.371,8.03,1.205,1.04,1.247,7.18,0.108,1.53,0.153,4.81,0.385,0.32,0.243,12,3.711,0.0,6.76,25.09
2022-12-15,22.8,4.62,0.347,9.78,1.468,0.85,1.016,7.34,0.11,2.52,0.252,3.96,0.317,0.19,0.145,12,3.654,0.0,6.76,24.7
2022-12-16,22.8,2.29,0.172,8.38,1.257,1.08,1.299,4.21,0.063,1.67,0.167,5.26,0.421,0.24,0.178,12,3.557,0.0,6.76,24.05
2022-12-17,22.7,5.05,0.379,10.98,1.647,0.75,0.895,6.92,0.104,4.24,0.424,1.4,0.112,0.22,0.164,12,3.725,0.0,6.76,25.18
2022-12-18,21.5,4.09,0.306,11.69,1.753,1.14,1.368,4.69,0.07,4.05,0.405,1.43,0.114,0.31,0.23,12,4.246,0.0,6.76,28.7
2022-12-19,20.5,4.94,0.37,10.06,1.509,1.31,1.577,6.89,0.103,2.23,0.223,3.45,0.276,0.36,0.272,12,4.33,0.0,6.76,29.27
2022-12-20,20.8,5.74,0.431,8.55,1.282,0.99,1.186,5.04,0.076,2.51,0.251,5.16,0.413,0.2,0.152,12,3.79,0.0,6.76,25.62
2022-12-21,25.4,5.51,0.413,8.72,1.309,1.3,1.557,3.83,0.057,1.66,0.166,3.47,0.278,0.21,0.156,12,3.936,0.0,6.76,26.61
2022-12-22,23.2,4.65,0.349,10.2,1.53,0.62,0.747,4.45,0.067,1.14,0.114,5.23,0.419,0.33,0.25,12,3.475,0.0,6.76,23.49
2022-12-23,24.5,2.23,0.168,10.24,1.536,0.58,0.702,5.61,0.084,2.81,0.281,5.09,0.408,0.38,0.287,12,3.466,0.0,6.76,23.43
2022-12-24,22.9,5.25,0.393,11.31,1.697,1.07,1.284,5.22,0.078,2.65,0.265,1.33,0.106,0.31,0.236,12,4.06,0.0,6.76,27.45
2022-12-25,22.9,2.69,0.202,9.03,1.355,0.97,1.162,4.93,0.074,3.77,0.377,1.92,0.154,0.34,0.257,12,3.58,0.0,6.76,24.2
2022-12-26,24.1,4.67,0.35,10.33,1.55,0.99,1.186,2.75,0.041,2.79,0.279,3.75,0.3,0.19,0.143,12,3.848,0.0,6.76,26.01
2022-12-27,20.8,5.0,0.375,8.7,1.305,0.87,1.046,4.11,0.062,1.27,0.127,3.52,0.282,0.18,0.137,12,3.334,0.0,6.76,22.54
2022-12-28,20.7,4.63,0.347,11.35,1.702,0.87,1.048,7.5,0.112,1.43,0.143,3.98,0.318,0.2,0.154,12,3.824,0.0,6.76,25.85
2022-12-29,23.1,4.48,0.336,9.68,1.452,1.11,1.336,7.05,0.106,2.09,0.209,4.88,0.391,0.39,0.289,12,4.118,0.0,6.76,27.84
2022-12-30,22.5,3.2,0.24,9.44,1.415,1.22,1.461,6.45,0.097,1.36,0.136,4.13,0.33,0.28,0.208,12,3.887,0.0,6.76,26.28
2022-12-31,21.5,3.68,0.276,8.71,1.307,1.42,1.709,7.05,0.106,3.44,0.344,1.68,0.134,0.38,0.282,12,4.159,0.0,6.76,28.11
2023-01-01,16.0,2.54,0.191,9.0,1.35,1.04,1.251,7.2,0.108,2.11,0.211,1.98,0.159,0.27,0.206,1,3.476,0.0,7.09,24.64
2023-01-02,19.5,3.44,0.258,9.17,1.376,0.67,0.809,7.17,0.107,2.91,0.291,4.24,0.339,0.39,0.292,1,3.472,0.0,7.09,24.62
2023-01-03,22.2,5.3,0.397,9.92,1.489,1.17,1.409,5.74,0.086,2.12,0.212,3.17,0.254,0.33,0.248,1,4.094,0.0,7.09,29.03
2023-01-04,23.5,2.21,0.166,11.27,1.69,1.32,1.59,4.95,0.074,1.65,0.165,4.44,0.356,0.31,0.23,1,4.271,0.0,7.09,30.28
2023-01-05,19.3,3.15,0.236,10.37,1.555,0.8,0.957,4.22,0.063,1.01,0.101,3.3,0.264,0.35,0.264,1,3.441,0.0,7.09,24.4
2023-01-06,22.2,5.85,0.438,9.71,1.456,1.01,1.215,4.59,0.069,2.1,0.21,3.43,0.275,0.31,0.233,1,3.896,0.0,7.09,27.62
2023-01-07,18.8,5.73,0.43,8.78,1.317,1.26,1.517,4.09,0.061,3.13,0.313,1.11,0.089,0.25,0.188,1,3.916,0.0,7.09,27.76
2023-01-08,20.8,2.69,0.202,9.49,1.424,0.92,1.101,5.2,0.078,3.97,0.397,1.92,0.154,0.26,0.197,1,3.552,0.0,7.09,25.18
2023-01-09,19.5,2.77,0.208,9.08,1.362,1.35,1.625,6.29,0.094,1.91,0.191,3.45,0.276,0.27,0.205,1,3.961,0.0,7.09,28.08
2023-01-10,22.9,3.11,0.234,11.77,1.766,1.38,1.661,4.34,0.065,2.03,0.203,3.68,0.294,0.26,0.198,1,4.421,0.0,7.09,31.34
2023-01-11,21.5,5.51,0.413,10.11,1.517,0.83,1.001,4.83,0.072,2.6,0.26,4.87,0.39,0.28,0.208,1,3.861,0.0,7.09,27.37
2023-01-12,23.6,2.87,0.215,9.34,1.401,1.46,1.752,6.08,0.091,1.8,0.18,4.56,0.365,0.35,0.262,1,4.266,0.0,7.09,30.25
2023-01-13,21.0,3.36,0.252,8.71,1.307,1.08,1.302,6.66,0.1,2.43,0.243,5.65,0.452,0.26,0.192,1,3.847,0.0,7.09,27.28
2023-01-14,20.8,2.3,0.173,11.83,1.775,0.94,1.122,6.49,0.097,4.0,0.4,1.55,0.124,0.22,0.163,1,3.854,0.0,7.09,27.32
2023-01-15,17.9,5.02,0.377,11.22,1.682,1.05,1.264,5.95,0.089,2.34,0.234,1.08,0.087,0.25,0.186,1,3.919,0.0,7.09,27.79
2023-01-16,21.4,3.24,0.243,11.81,1.772,1.28,1.54,6.64,0.1,2.04,0.204,3.5,0.28,0.4,0.296,1,4.435,0.0,7.09,31.44
2023-01-17,18.7,3.5,0.263,8.43,1.264,0.99,1.193,7.5,0.112,2.77,0.277,3.03,0.243,0.37,0.28,1,3.632,0.0,7.09,25.75
2023-01-18,21.4,3.09,0.231,8.16,1.223,1.35,1.617,7.46,0.112,2.19,0.219,4.72,0.378,0.36,0.268,1,4.049,0.0,7.09,28.71
2023-01-19,21.5,5.15,0.386,11.56,1.734,1.05,1.263,7.87,0.118,2.99,0.299,3.35,0.268,0.37,0.274,1,4.343,0.0,7.09,30.79
2023-01-20,24.8,4.0,0.3,9.55,1.433,1.11,1.336,2.22,0.033,2.01,0.201,5.61,0.449,0.22,0.164,1,3.916,0.0,7.09,27.76
2023-01-21,20.6,3.71,0.278,11.76,1.764,0.93,1.114,5.43,0.082,3.32,0.332,1.52,0.122,0.32,0.237,1,3.928,0.0,7.09,27.85
2023-01-22,20.1,5.2,0.39,9.81,1.471,1.32,1.581,6.13,0.092,3.02,0.302,1.66,0.133,0.34,0.251,1,4.22,0.0,7.09,29.92
2023-01-23,21.2,4.23,0.317,8.23,1.234,0.67,0.804,5.14,0.077,1.57,0.157,5.02,0.402,0.17,0.131,1,3.121,0.0,7.09,22.13
2023-01-24,25.0,5.02,0.377,9.06,1.359,0.81,0.972,4.11,0.062,1.43,0.143,5.65,0.452,0.19,0.142,1,3.507,0.0,7.09,24.86
2023-01-25,21.6,3.78,0.283,11.4,1.71,1.12,1.339,5.17,0.078,1.84,0.184,5.12,0.41,0.39,0.295,1,4.299,0.0,7.09,30.48
2023-01-26,20.4,5.57,0.418,9.37,1.405,1.5,1.798,4.01,0.06,1.06,0.106,5.47,0.438,0.22,0.162,1,4.387,0.0,7.09,31.1
2023-01-27,19.5,2.24,0.168,8.95,1.342,0.93,1.111,6.92,0.104,2.25,0.225,3.71,0.297,0.29,0.214,1,3.462,0.0,7.09,24.55
2023-01-28,18.9,5.7,0.428,11.26,1.689,0.82,0.988,7.93,0.119,4.13,0.413,1.06,0.085,0.18,0.134,1,3.855,0.0,7.09,27.33
2023-01-29,21.4,2.67,0.201,10.91,1.637,0.68,0.82,6.05,0.091,2.28,0.228,1.92,0.154,0.25,0.187,1,3.317,0.0,7.09,23.52
2023-01-30,21.6,5.63,0.422,11.78,1.767,0.51,0.607,5.86,0.088,1.05,0.105,5.73,0.458,0.29,0.217,1,3.665,0.0,7.09,25.98
2023-01-31,20.7,2.3,0.172,8.44,1.266,0.88,1.06,7.76,0.116,2.39,0.239,5.6,0.448,0.25,0.191,1,3.493,0.0,7.09,24.77
2023-02-01,21.0,2.17,0.163,11.9,1.785,0.52,0.621,7.79,0.117,1.74,0.174,3.03,0.242,0.33,0.246,2,3.348,0.0,6.75,22.6
2023-02-02,20.1,5.92,0.444,11.86,1.779,0.66,0.793,4.72,0.071,2.13,0.213,4.91,0.393,0.34,0.255,2,3.949,0.0,6.75,26.66
2023-02-03,20.1,2.72,0.204,11.84,1.775,1.14,1.366,7.39,0.111,2.08,0.208,4.24,0.339,0.39,0.296,2,4.301,0.0,6.75,29.03
2023-02-04,24.3,4.33,0.325,11.47,1.72,1.45,1.744,4.7,0.071,3.65,0.365,1.0,0.08,0.18,0.134,2,4.439,0.0,6.75,29.96
2023-02-05,23.4,2.8,0.21,8.74,1.312,0.75,0.906,5.22,0.078,3.08,0.308,1.42,0.114,0.19,0.145,2,3.072,0.0,6.75,20.74
2023-02-06,22.9,2.17,0.163,10.7,1.604,1.04,1.245,5.78,0.087,2.27,0.227,5.48,0.439,0.27,0.201,2,3.965,0.0,6.75,26.76
2023-02-07,22.2,4.56,0.342,11.81,1.772,1.34,1.608,5.7,0.086,2.29,0.229,3.53,0.282,0.3,0.224,2,4.543,0.0,6.75,30.67
2023-02-08,25.9,5.93,0.444,10.07,1.511,1.43,1.713,3.63,0.054,3.0,0.3,4.74,0.379,0.18,0.135,2,4.537,0.0,6.75,30.62
2023-02-09,25.1,4.35,0.326,9.1,1.365,0.53,0.639,5.28,0.079,1.55,0.155,5.39,0.431,0.24,0.177,2,3.173,0.0,6.75,21.42
2023-02-10,19.6,2.78,0.208,11.9,1.784,0.86,1.034,6.41,0.096,2.22,0.222,4.68,0.375,0.38,0.285,2,4.005,0.0,6.75,27.03
2023-02-11,24.4,4.7,0.352,9.61,1.442,1.36,1.635,2.72,0.041,3.63,0.363,1.95,0.156,0.31,0.235,2,4.225,0.0,6.75,28.52
2023-02-12,23.2,5.27,0.395,10.61,1.592,1.34,1.607,7.78,0.117,2.82,0.282,1.17,0.094,0.28,0.211,2,4.298,0.0,6.75,29.01
2023-02-13,21.9,4.81,0.361,8.91,1.336,0.5,0.605,5.37,0.081,2.94,0.294,5.08,0.407,0.26,0.197,2,3.28,0.0,6.75,22.14
2023-02-14,18.4,2.77,0.208,9.42,1.414,0.67,0.804,4.43,0.066,2.81,0.281,5.99,0.479,0.21,0.156,2,3.408,0.0,6.75,23.0
2023-02-15,22.0,2.22,0.166,9.32,1.398,0.96,1.154,4.82,0.072,1.6,0.16,3.6,0.288,0.35,0.261,2,3.5,0.0,6.75,23.62
2023-02-16,23.4,4.85,0.364,10.54,1.581,0.89,1.065,7.64,0.115,2.94,0.294,3.52,0.282,0.22,0.166,2,3.865,0.0,6.75,26.09
2023-02-17,20.3,4.1,0.308,8.37,1.255,0.94,1.124,6.33,0.095,2.04,0.204,3.99,0.319,0.29,0.221,2,3.526,0.0,6.75,23.8
2023-02-18,22.7,5.84,0.438,8.82,1.324,1.15,1.386,4.17,0.063,2.2,0.22,1.55,0.124,0.19,0.146,2,3.699,0.0,6.75,24.97
2023-02-19,21.3,2.09,0.157,8.69,1.303,1.06,1.278,6.81,0.102,2.61,0.261,1.67,0.133,0.21,0.159,2,3.393,0.0,6.75,22.9
2023-02-20,22.9,4.45,0.334,9.65,1.447,1.15,1.385,7.98,0.12,2.88,0.288,3.01,0.241,0.37,0.28,2,4.094,0.0,6.75,27.63
2023-02-21,22.6,2.27,0.17,11.81,1.772,0.78,0.938,5.53,0.083,1.18,0.118,3.34,0.267,0.34,0.253,2,3.601,0.0,6.75,24.31
2023-02-22,21.4,5.78,0.433,10.44,1.566,1.22,1.459,7.05,0.106,1.53,0.153,3.14,0.251,0.17,0.128,2,4.096,0.0,6.75,27.65
2023-02-23,22.5,3.4,0.255,8.97,1.345,0.56,0.675,4.72,0.071,1.25,0.125,5.74,0.46,0.2,0.152,2,3.082,0.0,6.75,20.8
2023-02-24,25.5,4.15,0.311,10.37,1.556,1.04,1.252,2.4,0.036,1.64,0.164,3.15,0.252,0.26,0.196,2,3.767,0.0,6.75,25.43
2023-02-25,21.4,2.75,0.207,10.25,1.537,1.19,1.431,6.13,0.092,3.3,0.33,1.39,0.111,0.36,0.273,2,3.981,0.0,6.75,26.87
2023-02-26,23.3,2.88,0.216,10.94,1.641,1.26,1.509,5.68,0.085,2.89,0.289,1.47,0.118,0.19,0.144,2,4.001,0.0,6.75,27.01
2023-02-27,24.2,2.18,0.164,8.45,1.267,0.69,0.825,4.02,0.06,2.7,0.27,3.71,0.297,0.39,0.289,2,3.171,0.0,6.75,21.4
2023-02-28,22.9,5.82,0.436,11.84,1.775,1.34,1.605,5.46,0.082,1.15,0.115,4.71,0.377,0.3,0.224,2,4.614,0.0,6.75,31.14
2023-03-01,32.6,9.1,0.682,11.98,1.798,1.75,2.105,3.38,0.051,1.37,0.137,3.01,0.241,0.35,0.265,3,5.279,0.0,6.91,36.48
2023-03-02,29.4,7.33,0.55,11.3,1.695,1.0,1.205,5.67,0.085,2.26,0.226,5.52,0.442,0.24,0.183,3,4.386,0.0,6.91,30.31
2023-03-03,34.4,9.13,0.685,10.7,1.605,1.59,1.902,2.76,0.041,2.85,0.285,3.1,0.248,0.34,0.254,3,5.021,0.0,6.91,34.7
2023-03-04,32.9,5.88,0.441,10.66,1.599,1.92,2.304,3.44,0.052,3.28,0.328,1.98,0.159,0.44,0.326,3,5.209,0.0,6.91,35.99
2023-03-05,31.7,9.38,0.704,9.76,1.463,1.62,1.94,3.65,0.055,4.15,0.415,1.11,0.089,0.28,0.211,3,4.877,0.0,6.91,33.7
2023-03-06,33.3,4.28,0.321,9.73,1.459,1.91,2.296,2.1,0.031,2.35,0.235,5.8,0.464,0.27,0.203,3,5.011,0.0,6.91,34.63
2023-03-07,32.2,8.16,0.612,11.9,1.785,1.98,2.377,2.94,0.044,1.2,0.12,3.44,0.276,0.41,0.308,3,5.522,0.0,6.91,38.16
2023-03-08,32.2,8.35,0.627,10.7,1.605,1.67,2.002,2.68,0.04,2.16,0.216,4.45,0.356,0.42,0.314,3,5.159,0.0,6.91,35.65
2023-03-09,31.0,6.65,0.499,9.35,1.403,1.65,1.976,2.85,0.043,1.53,0.153,3.28,0.263,0.3,0.228,3,4.565,0.0,6.91,31.54
2023-03-10,38.1,4.22,0.316,8.75,1.312,1.87,2.248,3.3,0.05,2.34,0.234,5.15,0.412,0.37,0.281,3,4.852,0.0,6.91,33.53
2023-03-11,34.4,9.75,0.731,8.09,1.213,1.87,2.243,5.84,0.088,4.59,0.459,1.17,0.093,0.3,0.224,3,5.051,0.0,6.91,34.9
2023-03-12,31.7,5.03,0.378,10.41,1.561,1.86,2.227,3.27,0.049,3.62,0.362,1.69,0.135,0.33,0.245,3,4.957,0.0,6.91,34.25
2023-03-13,31.2,9.12,0.684,11.09,1.663,1.53,1.839,4.48,0.067,1.47,0.147,4.67,0.374,0.49,0.365,3,5.139,0.0,6.91,35.51
2023-03-14,30.0,9.27,0.696,9.62,1.443,0.79,0.95,2.94,0.044,2.07,0.207,3.34,0.267,0.36,0.274,3,3.88,0.0,6.91,26.81
2023-03-15,29.0,4.01,0.301,9.3,1.394,0.72,0.864,5.88,0.088,2.45,0.245,4.05,0.324,0.23,0.171,3,3.387,0.0,6.91,23.4
2023-03-16,33.6,7.1,0.533,8.85,1.328,1.77,2.122,5.34,0.08,2.23,0.223,4.9,0.392,0.36,0.272,3,4.95,0.0,6.91,34.2
2023-03-17,29.7,9.56,0.717,11.73,1.759,1.01,1.215,3.22,0.048,1.92,0.192,3.56,0.285,0.39,0.293,3,4.51,0.0,6.91,31.16
2023-03-18,37.3,7.0,0.525,8.41,1.262,1.6,1.919,3.92,0.059,4.66,0.466,1.57,0.125,0.4,0.303,3,4.659,0.0,6.91,32.19
2023-03-19,32.6,6.03,0.453,10.29,1.543,1.72,2.068,4.64,0.07,2.15,0.215,1.49,0.119,0.29,0.217,3,4.685,0.0,6.91,32.37
2023-03-20,35.2,5.96,0.447,11.84,1.777,1.59,1.91,3.24,0.049,2.02,0.202,5.59,0.447,0.33,0.244,3,5.074,0.0,6.91,35.06
2023-03-21,32.0,8.46,0.635,11.43,1.714,1.66,1.986,3.57,0.054,1.71,0.171,5.5,0.44,0.21,0.16,3,5.159,0.0,6.91,35.65
2023-03-22,30.2,5.85,0.439,10.72,1.608,1.78,2.139,3.75,0.056,2.08,0.208,3.59,0.287,0.33,0.247,3,4.984,0.0,6.91,34.44
2023-03-23,31.1,7.01,0.526,11.6,1.741,1.63,1.957,5.47,0.082,2.29,0.229,3.06,0.245,0.42,0.313,3,5.092,0.0,6.91,35.19
2023-03-24,31.3,4.21,0.316,11.99,1.798,1.94,2.324,3.19,0.048,1.51,0.151,4.14,0.332,0.31,0.23,3,5.199,0.0,6.91,35.93
2023-03-25,34.4,6.23,0.468,9.27,1.391,1.81,2.173,2.66,0.04,4.54,0.454,1.81,0.145,0.34,0.257,3,4.927,0.0,6.91,34.05
2023-03-26,33.8,9.12,0.684,8.99,1.348,1.51,1.811,4.48,0.067,3.37,0.337,1.57,0.125,0.47,0.352,3,4.725,0.0,6.91,32.65
2023-03-27,31.1,9.82,0.736,10.54,1.581,1.88,2.258,2.34,0.035,1.32,0.132,5.2,0.416,0.33,0.247,3,5.406,0.0,6.91,37.36
2023-03-28,30.9,6.68,0.501,9.23,1.385,1.8,2.164,2.74,0.041,2.25,0.225,3.52,0.282,0.22,0.164,3,4.763,0.0,6.91,32.91
2023-03-29,30.5,5.98,0.449,8.92,1.339,1.94,2.333,2.22,0.033,1.35,0.135,4.65,0.372,0.34,0.258,3,4.919,0.0,6.91,33.99
2023-03-30,32.2,4.28,0.321,8.03,1.204,1.99,2.393,4.64,0.07,1.73,0.173,4.41,0.353,0.28,0.21,3,4.723,0.0,6.91,32.64
2023-03-31,29.3,6.07,0.455,10.6,1.589,1.38,1.659,2.74,0.041,2.68,0.268,3.36,0.269,0.26,0.198,3,4.481,0.0,6.91,30.96
2023-04-01,33.0,4.22,0.317,8.56,1.284,1.96,2.35,3.84,0.058,2.23,0.223,1.96,0.157,0.46,0.348,4,4.737,0.0,7.35,34.82
2023-04-02,32.6,8.53,0.64,11.73,1.76,1.61,1.932,5.35,0.08,4.07,0.407,1.87,0.15,0.44,0.329,4,5.298,0.0,7.35,38.94
2023-04-03,32.9,6.08,0.456,11.1,1.665,1.63,1.957,3.31,0.05,1.22,0.122,5.81,0.464,0.29,0.215,4,4.929,0.0,7.35,36.23
2023-04-04,34.0,7.12,0.534,9.57,1.435,1.98,2.376,3.34,0.05,2.56,0.256,5.57,0.445,0.33,0.248,4,5.344,0.0,7.35,39.28
2023-04-05,32.1,6.27,0.47,10.99,1.649,1.96,2.348,5.02,0.075,1.45,0.145,5.66,0.453,0.32,0.237,4,5.378,0.0,7.35,39.53
2023-04-06,33.6,7.46,0.559,11.33,1.699,1.59,1.913,5.14,0.077,2.19,0.219,5.68,0.454,0.25,0.189,4,5.111,0.0,7.35,37.57
2023-04-07,32.4,6.52,0.489,11.33,1.7,1.51,1.812,2.45,0.037,2.98,0.298,3.84,0.307,0.49,0.369,4,5.012,0.0,7.35,36.84
2023-04-08,33.2,5.1,0.382,9.44,1.417,1.88,2.252,4.63,0.069,3.74,0.374,1.53,0.122,0.45,0.34,4,4.956,0.0,7.35,36.43
2023-04-09,31.3,5.41,0.406,9.77,1.465,1.58,1.893,4.38,0.066,2.75,0.275,1.33,0.107,0.34,0.256,4,4.468,0.0,7.35,32.84
2023-04-10,30.3,4.16,0.312,8.37,1.255,1.84,2.212,3.72,0.056,2.73,0.273,5.08,0.407,0.2,0.152,4,4.666,0.0,7.35,34.3
2023-04-11,31.5,7.7,0.578,8.37,1.256,1.89,2.269,5.97,0.089,2.06,0.206,5.05,0.404,0.27,0.203,4,5.005,0.0,7.35,36.79
2023-04-12,30.5,6.63,0.497,11.42,1.714,1.58,1.9,3.06,0.046,1.89,0.189,5.14,0.411,0.31,0.235,4,4.992,0.0,7.35,36.69
2023-04-13,33.2,9.57,0.717,8.38,1.257,1.69,2.022,4.84,0.073,1.45,0.145,4.97,0.398,0.25,0.187,4,4.799,0.0,7.35,35.27
2023-04-14,32.4,4.34,0.325,8.48,1.273,1.96,2.358,4.21,0.063,2.59,0.259,4.0,0.32,0.38,0.283,4,4.881,0.0,7.35,35.88
2023-04-15,30.9,6.97,0.523,11.78,1.767,1.87,2.249,4.92,0.074,2.14,0.214,1.55,0.124,0.34,0.255,4,5.206,0.0,7.35,38.26
2023-04-16,32.2,9.57,0.718,9.03,1.354,1.63,1.962,3.65,0.055,2.73,0.273,1.13,0.09,0.46,0.343,4,4.795,0.0,7.35,35.24
2023-04-17,34.1,7.35,0.551,11.45,1.717,1.92,2.299,3.13,0.047,2.1,0.21,3.25,0.26,0.47,0.356,4,5.439,0.0,7.35,39.98
2023-04-18,32.5,6.43,0.482,9.57,1.436,1.65,1.982,3.84,0.058,1.5,0.15,4.12,0.33,0.44,0.33,4,4.768,0.0,7.35,35.04
2023-04-19,36.4,9.01,0.675,9.22,1.383,1.73,2.081,5.5,0.082,1.11,0.111,5.67,0.453,0.27,0.199,4,4.985,0.0,7.35,36.64
2023-04-20,30.2,8.07,0.605,10.33,1.55,1.78,2.132,5.44,0.082,1.2,0.12,4.04,0.323,0.36,0.271,4,5.083,0.0,7.35,37.36
2023-04-21,33.4,8.87,0.665,8.87,1.33,1.9,2.282,3.6,0.054,1.38,0.138,5.28,0.422,0.23,0.17,4,5.061,0.0,7.35,37.2
2023-04-22,36.7,7.09,0.532,8.26,1.238,1.68,2.014,4.4,0.066,3.67,0.367,1.4,0.112,0.33,0.247,4,4.576,0.0,7.35,33.63
2023-04-23,34.3,5.36,0.402,9.82,1.474,1.98,2.372,5.4,0.081,2.44,0.244,1.03,0.082,0.48,0.36,4,5.015,0.0,7.35,36.86
2023-04-24,32.2,7.16,0.537,10.15,1.523,1.89,2.268,3.26,0.049,1.96,0.196,5.91,0.472,0.4,0.301,4,5.347,0.0,7.35,39.3
2023-04-25,30.3,4.92,0.369,8.53,1.28,1.6,1.923,5.07,0.076,1.59,0.159,3.06,0.245,0.48,0.362,4,4.414,0.0,7.35,32.44
2023-04-26,32.4,5.02,0.376,8.04,1.206,1.62,1.942,2.94,0.044,1.84,0.184,5.76,0.461,0.46,0.348,4,4.562,0.0,7.35,33.53
2023-04-27,32.0,6.74,0.506,9.64,1.447,1.78,2.133,2.97,0.045,1.1,0.11,5.82,0.465,0.26,0.192,4,4.898,0.0,7.35,36.0
2023-04-28,33.5,5.19,0.389,9.89,1.483,1.75,2.095,2.07,0.031,1.3,0.13,4.13,0.331,0.41,0.304,4,4.763,0.0,7.35,35.01
2023-04-29,30.0,5.37,0.403,9.69,1.454,1.06,1.269,5.55,0.083,2.98,0.298,1.13,0.091,0.35,0.26,4,3.857,0.0,7.35,28.35
2023-04-30,33.1,8.48,0.636,8.44,1.266,1.71,2.055,2.07,0.031,2.1,0.21,1.48,0.119,0.29,0.217,4,4.534,0.0,7.35,33.32
2023-05-01,34.9,9.07,0.68,10.41,1.561,1.73,2.072,3.63,0.054,1.99,0.199,3.12,0.25,0.47,0.351,5,5.168,0.0,6.6,34.11
2023-05-02,31.8,9.99,0.749,8.73,1.309,1.56,1.872,2.57,0.039,2.32,0.232,4.98,0.399,0.45,0.341,5,4.941,0.0,6.6,32.61
2023-05-03,30.5,8.51,0.638,9.8,1.47,1.81,2.168,4.75,0.071,2.03,0.203,4.43,0.354,0.39,0.295,5,5.199,0.0,6.6,34.31
2023-05-04,35.3,7.34,0.551,10.58,1.586,1.81,2.168,4.88,0.073,2.29,0.229,4.56,0.365,0.4,0.303,5,5.275,0.0,6.6,34.82
2023-05-05,31.8,6.7,0.502,8.97,1.345,1.5,1.801,4.24,0.064,2.18,0.218,5.92,0.473,0.31,0.231,5,4.634,0.0,6.6,30.58
2023-05-06,29.2,6.36,0.477,8.81,1.321,0.57,0.685,5.09,0.076,2.75,0.275,1.61,0.129,0.41,0.305,5,3.268,0.0,6.6,21.57
2023-05-07,29.5,6.83,0.512,11.51,1.726,0.94,1.133,3.14,0.047,4.69,0.469,1.86,0.149,0.25,0.187,5,4.222,0.0,6.6,27.87
2023-05-08,30.1,4.16,0.312,8.36,1.254,1.64,1.972,5.89,0.088,2.12,0.212,4.12,0.33,0.47,0.35,5,4.517,0.0,6.6,29.81
2023-05-09,34.9,6.72,0.504,9.26,1.389,1.97,2.365,5.4,0.081,2.69,0.269,4.54,0.363,0.44,0.328,5,5.298,0.0,6.6,34.97
2023-05-10,32.9,5.08,0.381,10.29,1.544,1.99,2.39,3.16,0.047,2.59,0.259,4.47,0.358,0.21,0.159,5,5.138,0.0,6.6,33.91
